id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-09T09:53:11.120Z, 2942
1, -22.96034, -43.204342, 2020-03-09T09:54:11.130Z, 1476
2, -22.95949, -43.201069, 2020-03-09T09:55:11.140Z, 2333
3, -22.957621, -43.199081, 2020-03-09T09:56:11.162Z, 1284
4, -22.95569, -43.196388, 2020-03-09T09:57:11.170Z, 2342
5, -22.95536, -43.195789, 2020-03-09T09:58:11.178Z, 1396
6, -22.95443, -43.19286, 2020-03-09T09:59:11.189Z, 3344
8, -22.952959, -43.188622, 2020-03-09T10:01:11.208Z, 1863
9, -22.95188, -43.185631, 2020-03-09T10:02:11.215Z, 1354
10, -22.951389, -43.18454, 2020-03-09T10:03:11.224Z, 1189
7, -22.95307, -43.188931, 2020-03-09T10:00:41.203Z, 17378
11, -22.950991, -43.183281, 2020-03-09T10:04:11.238Z, 4713
12, -22.94981, -43.181419, 2020-03-09T10:05:11.244Z, 1132
13, -22.947599, -43.182129, 2020-03-09T10:06:11.257Z, 1268
14, -22.943529, -43.181141, 2020-03-09T10:07:11.279Z, 1253
