attach,https://node-iota.org:14267 score: 50.10414555296302 scoreNorm: 0.45836370059111786
28620,0
23536,1
28804,2
94306,3
49849,4
38149,5
18250,6
16617,7
10673,8
20092,9
27289,10
59517,11
39553,12
-1,13
-1,14
14306,15
14875,16
14801,17
17049,18
17476,19
30319,20
4012,21
5224,22
4380,23
25198,24
13458,25
31418,26
18409,27
57293,28
64634,29
137184,30
131445,31
187106,32
137814,33
109611,34
127639,35
59663,36
40219,37
60781,38
148389,40
178811,41
301432,39
144034,42
113009,43
