attach,http://node01.iotatoken.nl:14265 score: 43.73163548060826 scoreNorm: 0.400066582327099
1919,0
1359,1
802,2
2607,3
5225,4
10034,5
13452,6
1242,7
4128,8
10665,9
7472,10
2053,11
37718,12
5504,13
11482,14
12535,15
9760,16
4915,17
7460,18
5163,19
2915,20
5528,21
6946,22
7161,23
12181,24
1959,25
10175,26
3549,27
5405,28
4819,29
3605,30
5583,31
10201,32
19190,33
10978,34
7315,35
10550,36
11560,37
2821,38
12496,39
4532,40
7623,41
8994,42
13260,43
4472,44
