attach,https://iotanode.world:14267 score: 50.27419180993023 scoreNorm: 0.4599193210044581
7810,0
109378,1
137300,2
71732,3
54947,5
155602,4
174735,6
58786,8
200516,7
179705,9
160339,10
105575,11
180492,12
256217,13
219410,14
248413,15
290958,16
302648,17
271279,18
289544,19
-1,20
-1,23
-1,24
-1,25
503653,21
-1,22
-1,26
-1,27
-1,32
375433,28
-1,31
-1,30
-1,29
-1,33
-1,34
-1,35
-1,36
-1,37
-1,38
-1,43
491284,39
-1,42
-1,41
-1,40
-1,44
