attach,https://hanspetzersnode.org:14267 score: 85.25952829420567 scoreNorm: 0.7799728439291618
3297,0
25034,1
10973,2
4483,3
7978,4
-1,5
30148,6
7615,7
30330,8
15301,9
6355,10
21930,11
28257,12
8824,13
18451,14
5733,15
6255,16
18917,17
8042,18
2081,19
39002,20
3585,21
4560,22
3196,23
2845,24
5198,25
2271,26
17770,27
12174,28
50173,29
16071,30
7108,31
23040,32
10360,33
33828,34
39354,35
32734,36
7062,37
7373,38
61658,39
7780,40
6544,41
12757,42
9946,43
56305,44
