attach,http://node05.iotatoken.nl:14265 score: 51.448688180106025 scoreNorm: 0.4924138467473363
3431,0
13219,1
4729,2
10824,3
3731,4
8691,5
13275,6
3126,7
14213,8
919,9
2057,10
7216,11
7228,12
12184,13
6690,14
3216,15
6915,16
7887,17
3884,18
9911,19
8044,20
9319,21
11482,22
3954,23
17916,24
3187,25
1814,26
3132,27
2502,28
8947,29
6186,30
3239,31
9301,32
2475,33
3718,34
7372,35
5882,36
9447,37
7125,38
1759,39
2730,40
7818,41
1866,42
3830,43
14340,44
