attach,http://31.214.240.100:14265 score: 12.473129242658615 scoreNorm: 0.11340074476112605
7466,0
11559,1
12876,2
11681,3
7515,4
12059,5
8300,6
21055,7
32570,8
14793,9
9621,10
15227,11
16826,12
11336,13
4667,14
29265,15
80069,16
24854,17
54307,18
92342,19
79438,20
18868,21
37122,22
11089,23
53217,24
23871,25
46794,26
15655,27
14370,28
17971,29
59780,30
90171,31
141085,32
66043,34
51800,35
131655,33
32992,36
34549,37
56273,38
-1,39
147478,40
-1,41
-1,42
-1,43
