attach,https://hanspetzersnode.org:14267 score: 62.79040871746838 scoreNorm: 0.5448805097937627
10873,0
26314,1
38307,2
40229,3
31253,4
32557,5
13139,6
5427,7
6647,8
70209,9
21722,10
11473,11
10276,12
9295,13
23391,14
-1,15
-1,16
21866,17
18822,18
36081,19
11629,20
59097,21
53861,22
25811,23
16551,24
22953,25
27825,26
-1,28
-1,27
10264,29
14877,30
16349,31
-1,32
-1,33
5888,34
12875,35
11140,36
-1,38
-1,37
14765,39
5567,40
24831,41
85050,42
16551,44
50373,43
