attach,https://wallet2.iota.town:443 score: 79.72965871095657 scoreNorm: 0.691875367137446
-1,0
-1,1
-1,2
629508,3
-1,8
-1,9
-1,10
-1,11
-1,12
740337,4
792783,5
762916,6
860005,7
-1,13
-1,22
-1,21
-1,20
-1,19
-1,18
-1,17
-1,26
-1,27
-1,25
-1,24
-1,28
-1,29
-1,30
-1,31
994074,14
968137,16
989393,15
-1,23
-1,33
-1,34
-1,35
-1,36
-1,37
-1,38
-1,39
-1,40
-1,41
-1,32
527270,42
946019,43
-1,44
