attach,https://nodes.thetangle.org:443 score: 111.9499888079354 scoreNorm: 0.9714758705831413
3842,1
18381,0
3775,2
6075,3
7838,4
10953,5
28327,6
1330,7
2271,8
18355,9
1457,10
7406,11
2469,12
3683,13
3558,14
4841,15
5965,16
33870,17
2164,18
2507,19
4813,20
808,21
20643,22
8426,23
2496,24
3016,25
6548,26
3622,27
5393,28
-1,29
2637,30
8740,31
18604,32
5794,33
2380,34
1473,35
37620,36
47364,37
9773,38
4280,39
2278,41
27704,42
27450,43
10280,44
-1,40
