attach,https://trinity.iota-tangle.io:14265 score: 82.16760836541653 scoreNorm: 0.7130313251524812
2676,0
1159,1
1527,2
2039,3
4754,4
788,5
2584,6
1430,7
980,8
4712,9
879,10
863,11
2278,12
3260,13
1856,14
1634,15
4893,16
2997,17
3331,18
1794,19
5800,20
657,21
2406,22
928,23
4521,24
2010,25
1662,26
2467,27
910,28
1552,29
1296,30
1024,31
4588,32
2439,33
2521,34
2363,35
6124,36
1978,37
1711,38
2224,39
1515,40
1568,41
2996,42
2092,43
