attach,https://nodes.thetangle.org:443 score: 80.56470461727528 scoreNorm: 0.6358689157363583
3739,0
6200,1
2859,2
1684,3
987,4
8471,5
1881,6
1719,7
1383,8
1778,9
5000,10
6366,11
1922,12
3258,13
2655,14
-1,15
1927,16
1696,17
3314,18
1508,19
1957,20
1028,21
2156,22
3472,23
12351,24
1681,25
45701,26
1045,27
2298,28
8274,29
2464,30
2762,31
10221,32
1580,33
1434,34
3300,35
4553,36
2284,37
2517,38
6420,39
3232,40
5450,41
2304,42
