attach,https://node-iota.org:14267 score: 68.12064841389656 scoreNorm: 0.5376523510136967
4434,0
15118,1
31255,2
29944,3
114328,4
54379,5
42020,6
85163,7
65046,8
63169,9
27155,10
80566,11
54776,12
27444,13
23045,14
18239,15
11232,16
6728,17
19065,18
90895,19
51093,20
16181,21
68998,22
21791,23
54530,24
32144,25
43977,26
34176,27
44398,28
45967,29
8465,30
64377,31
37302,32
47958,33
101116,34
83979,35
71909,36
32573,37
11663,38
28099,39
18898,40
25074,41
12631,42
