attach,https://pow.iota.community:443 score: 36.447514817118645 scoreNorm: 0.28766743250836113
10394,0
8678,1
8559,2
7866,3
3568,4
9236,5
7349,6
4388,7
5668,8
2465,9
3172,10
4183,11
8143,12
2645,13
8319,14
11222,15
6245,16
10079,17
9744,18
16893,19
15895,20
9074,21
15698,22
9426,23
8967,24
6576,25
7107,26
3747,27
23391,28
8866,29
4950,30
6563,31
10569,32
14150,33
12375,34
6081,35
6337,36
7921,37
5241,38
4236,39
8686,40
12522,41
5604,42
10303,43
2130,44
