attach,https://iotanode.world:14267 score: 66.03029533102041 scoreNorm: 0.5211539283529427
63424,0
35037,1
87596,2
128955,3
144932,4
163286,5
155405,6
149152,7
113717,9
162045,10
300926,8
84103,11
170441,12
152839,13
132801,14
149150,15
206272,16
280478,17
-1,18
299839,19
323089,20
366577,21
326220,22
-1,23
-1,26
-1,25
-1,24
510049,27
465720,28
-1,29
359528,30
359690,31
306889,32
248387,33
318614,34
324137,35
18326,36
14911,37
77952,38
21633,39
23639,40
34294,41
-1,42
-1,43
