attach,https://wallet2.iota.town:443 score: 103.3083208582618 scoreNorm: 0.8153762901850308
706098,0
-1,1
-1,2
-1,3
-1,6
-1,7
197542,9
969571,5
826366,4
541023,10
-1,11
-1,12
-1,13
-1,14
999016,8
591337,15
659773,16
671956,17
-1,21
-1,22
-1,23
-1,20
-1,19
869858,18
-1,26
837983,24
879172,25
222572,35
905856,27
-1,31
-1,30
-1,29
-1,32
-1,28
