attach,https://ultranode.iotatoken.nl:443 score: 69.92966090901693 scoreNorm: 0.5519302512342737
47415,0
37583,1
33855,2
1590,3
7049,4
10592,5
11302,6
1958,7
1374,8
2945,9
8514,10
11576,11
14437,12
1646,13
16779,14
6688,15
10701,16
26318,17
16593,18
2806,19
5238,20
2016,21
12615,22
18270,23
34068,24
45918,25
8985,26
20068,27
7340,28
46120,30
83368,29
89454,32
185166,31
62737,33
85442,34
70971,35
18327,36
1805,37
7321,38
2958,39
59977,40
74321,41
631,42
2718,43
-1,44
