attach,https://node02.gubiota.ch:443 score: 39.07378235473226 scoreNorm: 0.3024838456259636
17868,0
20193,1
-1,2
-1,4
155780,3
-1,6
163249,5
109222,7
166435,8
-1,9
-1,10
115778,11
72441,12
64613,13
39251,14
116918,15
-1,17
177500,16
-1,18
95397,19
150462,20
101879,21
88624,22
-1,24
148634,23
-1,25
-1,26
-1,27
-1,29
-1,28
-1,30
-1,32
-1,31
-1,33
183787,34
157153,35
145232,36
-1,37
-1,38
-1,40
-1,39
-1,41
-1,42
-1,43
-1,44
