attach,http://iotawallet.tobg.com.de:14265 score: 12.187375411391258 scoreNorm: 0.09434674506442975
10361,0
32176,1
24142,2
13688,3
47166,4
20226,5
6799,6
10424,7
14068,8
3683,9
16914,10
3742,11
5176,12
13880,13
15088,14
6501,15
23829,16
3042,17
4896,18
4925,19
21167,20
12425,21
7561,22
54304,23
22392,24
8660,25
5272,26
26537,27
2831,28
1843,29
26073,30
24871,31
14272,32
8987,33
5713,34
15153,35
5091,36
13120,37
10543,38
6135,39
11804,40
11400,41
17800,42
17534,43
25953,44
