attach,https://nodes.thetangle.org:443 score: 92.46078042705408 scoreNorm: 0.8285528577402737
3809,0
1431,1
1522,2
19228,3
2425,4
2152,5
5623,6
2218,7
6190,8
1089,9
4406,10
8266,11
6659,12
16261,13
4111,14
-1,15
6431,16
5179,17
1653,18
1035,19
3044,20
7203,21
39987,22
2537,23
5671,24
19270,25
26483,26
1919,27
2311,28
8164,29
-1,30
2696,31
4352,32
14798,33
1604,34
23467,35
4094,36
9281,37
2236,38
1367,39
15498,40
3663,41
3972,42
