attach,https://wallet1.iota.town:443 score: 37.17876681414517 scoreNorm: 0.3337157428944859
24657,0
56612,1
6516,2
9345,3
5275,4
10975,5
23642,6
13408,7
10522,8
21699,9
13143,10
5226,11
27362,12
23045,13
9966,14
28051,15
4462,16
53401,17
76936,18
5463,19
5315,20
27770,21
16851,22
24615,23
5946,24
5126,25
6171,26
32870,27
36892,28
56162,29
24891,30
2856,31
13474,32
14388,33
32215,34
14874,35
4806,36
4193,37
96929,38
55098,39
27298,40
5009,41
14065,42
