attach,https://node-iota.org:14267 score: 67.49410328539935 scoreNorm: 0.6058254952747572
167424,0
171923,1
159085,2
211746,3
236937,4
-1,7
-1,6
-1,5
17675,8
24764,9
-1,11
-1,10
7638,12
66934,13
9829,14
-1,15
-1,16
15670,17
43118,18
15156,19
27784,20
18377,21
17996,22
14369,23
14232,24
16200,25
23895,26
16158,27
32215,28
46677,29
27121,30
16288,31
66176,32
26741,33
30652,34
24648,35
5692,36
49264,37
7924,38
12391,39
37818,40
13444,41
7178,42
15723,43
8074,44
