attach,http://5.189.135.61:14265 score: 6.136616494249638 scoreNorm: 0.02821493264867426 NVTWPI9OGB9YGWGOANKHXPPOUNHPDCRIGOVJOZSKSL9MZSCOGLNHPCMYDSWVQHOYDVPUVFHRPRNZOBUIM
1572103410712,1572103412025,1572103453831,0
1572103482723,1572103503906,1572103516520,1
1572103519903,1572103535577,1572103569022,2
1572103592377,1572103592747,1572103629241,3
1572103665192,1572103675033,1572103684990,4
1572103702560,1572103723935,1572103765498,5
1572103774154,1572103779251,1572103792900,6
1572103848628,1572103849483,1572103877503,7
1572103921466,1572103946771,1572103970131,8
1572103959150,1572103970732,1572103985049,9
1572103993957,1572104011909,1572104032604,10
1572104543367,1572104630271,1572104646532,11
1572104580935,1572104629712,1572104658942,12
1572104654252,1572104659106,1572104662700,13
1572104729118,1572104730320,1572104742248,14
1572104803222,1572104813078,1572104861141,15
1572104841128,1572104863035,1572104972423,16
1572104915371,1572105029143,1572105063228,17
1572104989813,1572105023374,-1,18
1572105026869,-1,-1,19
1572105103491,-1,-1,20
1572105179395,-1,-1,21
1572105255498,1572105352032,1572105384229,22
1572105292402,1572105350949,-1,23
1572105368880,-1,-1,24
1572105443420,1572105546385,1572105630330,25
1572105481244,1572105545617,-1,26
1572105556531,1572105592460,-1,27
1572105632462,1572105745847,-1,28
1572105818487,1572105840197,-1,29
1572105893599,-1,-1,30
1572106004976,1572106027698,-1,32
1572105931048,1572106030583,-1,31
1572106079514,-1,-1,33
1572106117211,-1,-1,34
1572106155462,1572106262586,-1,35
1572106764469,1572106793600,-1,37
1572106726078,1572106795391,-1,36
1572106838982,-1,-1,38
1572106912016,-1,-1,39
1572106948083,-1,-1,40
1572107022683,-1,-1,41
1572107097440,-1,-1,42
1572107170579,-1,-1,43
