attach,https://iotanode.world:14267 score: 47.82578609870976 scoreNorm: 0.4209573317060182
153880,0
-1,1
-1,6
-1,5
406915,3
404187,4
-1,10
-1,2
-1,17
-1,18
-1,11
-1,9
-1,19
-1,20
-1,14
622931,7
606645,8
-1,13
-1,12
-1,22
-1,21
491030,15
-1,23
564972,16
-1,34
-1,28
-1,29
-1,26
427721,27
-1,33
-1,35
852970,24
869548,25
-1,36
-1,32
681180,31
802678,30
528170,37
-1,39
-1,41
-1,40
-1,38
-1,42
