attach,https://ultranode.iotatoken.nl:443 score: 67.58646953667535 scoreNorm: 0.6110749435213622
2342,0
26738,1
25585,2
7573,3
3202,4
20019,5
9268,6
44931,7
66081,8
32548,9
15371,10
47253,11
17133,12
5445,13
12701,14
19672,15
3723,16
18671,17
35205,18
44628,19
86143,20
94923,21
-1,22
-1,24
193285,23
-1,26
-1,25
-1,27
-1,28
-1,29
-1,30
-1,31
-1,32
164057,33
-1,34
-1,35
151160,36
155499,37
-1,38
-1,39
-1,40
-1,41
-1,42
-1,43
-1,44
