attach,https://wallet1.iota.town:443 score: 74.3103172302246 scoreNorm: 0.6718678045444142
32855,0
85823,1
118231,2
90856,3
244027,4
193375,5
176865,6
166286,7
163745,8
81393,9
190963,10
195393,11
129102,12
181945,13
225030,14
220098,15
235640,16
354930,17
331437,18
331774,19
342835,20
330348,21
322978,22
356966,23
428850,24
470762,25
514130,26
535958,27
-1,28
-1,29
778443,30
-1,33
-1,34
796110,31
-1,35
827124,32
716389,36
-1,39
753334,37
-1,40
-1,38
770201,41
768612,42
752326,43
710268,44
