attach,https://node02.gubiota.ch:443 score: 39.836706111941 scoreNorm: 0.3601787917657359
104669,1
138390,0
130910,2
160481,3
59973,4
85264,6
177646,5
-1,8
125827,7
-1,10
163037,9
125252,11
114510,12
-1,13
-1,14
-1,15
-1,16
-1,17
-1,18
-1,19
104565,20
-1,21
-1,22
-1,23
161150,24
136459,25
61621,27
-1,26
-1,29
-1,28
-1,30
-1,31
-1,32
-1,33
-1,34
67062,35
57123,36
-1,37
79814,39
201160,38
-1,40
-1,41
115792,42
108247,43
-1,44
