id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-02-28T13:31:14.561Z, 1015
1, -22.96034, -43.204342, 2020-02-28T13:32:14.596Z, 2434
2, -22.95949, -43.201069, 2020-02-28T13:33:14.622Z, 2091
3, -22.957621, -43.199081, 2020-02-28T13:34:14.665Z, 1825
4, -22.95569, -43.196388, 2020-02-28T13:35:14.716Z, 2206
5, -22.95536, -43.195789, 2020-02-28T13:36:14.769Z, 857
6, -22.95443, -43.19286, 2020-02-28T13:37:14.822Z, 1337
7, -22.95307, -43.188931, 2020-02-28T13:38:44.900Z, 1590
8, -22.952959, -43.188622, 2020-02-28T13:39:14.936Z, 1170
9, -22.95188, -43.185631, 2020-02-28T13:40:14.985Z, 2137
10, -22.951389, -43.18454, 2020-02-28T13:41:15.002Z, 1617
11, -22.950991, -43.183281, 2020-02-28T13:42:15.027Z, 1412
12, -22.94981, -43.181419, 2020-02-28T13:43:15.069Z, 1514
13, -22.947599, -43.182129, 2020-02-28T13:44:15.098Z, 1625
14, -22.943529, -43.181141, 2020-02-28T13:45:15.166Z, 1224
