attach,https://node-iota.org:14267 score: 32.190647162497044 scoreNorm: 0.2892108299719858
53562,0
28726,1
17473,2
4473,3
97808,4
97180,5
155344,6
131828,8
226615,7
95654,9
143035,10
146222,11
136191,12
109471,13
111104,14
99301,15
66666,16
20366,17
73633,18
113917,19
150065,20
129608,21
101178,22
51795,23
56198,24
33295,25
38637,26
80277,27
53344,28
43133,30
153191,29
22642,31
18928,32
19440,33
3035,34
22118,35
45147,36
32333,37
15825,38
28982,39
28687,40
25522,41
5647,42
43785,43
8653,44
