attach,http://node05.iotatoken.nl:14265 score: 50.51015253557478 scoreNorm: 0.45379898897602744
5345,0
14733,1
16009,2
7907,3
7089,4
1108,5
2935,6
3518,7
23431,8
4682,9
3281,10
3564,11
27987,12
2577,13
1347,14
5019,15
8111,16
797,17
18093,18
11054,19
6656,20
4232,21
3659,22
1703,23
6588,24
5116,25
895,26
4308,27
4427,28
3287,29
9503,30
2558,31
6396,32
3938,33
7818,34
4233,35
3414,36
2990,37
2463,38
5795,39
7411,40
5410,41
7162,42
3213,43
13953,44
