attach,http://117.102.178.102:14265 score: 15.494188999105816 scoreNorm: 0.13920463411480555
10054,0
4947,1
36646,2
18079,3
63119,4
9585,5
12844,6
25625,7
46297,8
31237,9
31698,10
68698,11
15334,12
16310,13
35456,14
26224,15
73767,16
87636,17
31898,18
32020,19
63385,20
62541,21
89368,22
6950,23
13889,24
26512,25
24271,26
54534,27
40553,28
53207,29
33560,30
30317,31
96142,32
69460,33
48623,34
9842,35
8960,36
34681,37
52515,38
30226,39
22770,40
22421,41
7792,42
37038,43
14830,44
