attach,https://trinity.iota-tangle.io:14265 score: 60.99124105274677 scoreNorm: 0.5177786144746027
4124,0
931,1
1646,2
2810,3
2224,4
985,5
1880,6
918,7
1789,8
7392,9
1454,10
1157,11
1209,12
1156,13
6097,14
1709,15
1427,16
1520,17
3184,18
2702,19
3211,20
1631,21
5663,22
2102,23
5327,24
3154,25
1390,26
783,27
6201,28
1730,29
2050,30
1619,31
1895,32
3063,33
1386,34
2534,35
1782,36
2221,37
1896,38
1854,39
1786,40
5002,41
2406,42
6600,43
1884,44
