attach,https://wallet2.iota.town:443 score: 52.96187160015107 scoreNorm: 0.21470429162240695
15944,0
114918,1
518026,2
705721,3
752426,4
-1,7
-1,8
-1,9
794667,5
794168,6
-1,13
-1,14
-1,12
-1,15
-1,16
-1,11
-1,20
-1,21
-1,19
-1,22
-1,23
-1,18
-1,17
958731,10
-1,24
-1,29
-1,30
-1,28
-1,27
-1,26
-1,36
-1,35
-1,34
-1,33
-1,32
-1,31
1052810,25
-1,42
-1,43
-1,44
-1,41
-1,40
-1,39
-1,37
666245,38
