attach,https://ultranode.iotatoken.nl:443 score: 246.3997808702257 scoreNorm: 0.998890122446262
4200,0
27891,1
5163,2
27215,3
5688,4
2135,5
35423,6
5414,7
35360,8
125943,9
145909,10
156366,11
-1,12
-1,13
163243,14
167024,15
-1,16
-1,17
-1,19
-1,18
-1,21
-1,20
-1,22
-1,23
-1,24
-1,26
-1,25
-1,27
-1,28
-1,29
-1,30
-1,31
-1,32
-1,33
-1,35
-1,34
-1,36
-1,38
-1,37
-1,39
-1,40
-1,41
-1,42
-1,44
-1,43
