attach,http://mandelhost.de:14265 score: 61.64063219833373 scoreNorm: 0.277367420638201
1570880160819,1570880167669,1570880167703,1570880171719,0
1570880281105,1570880332949,1570880333002,1570880484434,2
1570880341133,1570880429821,1570880429884,1570880484490,3
1570880401161,1570880484730,-1,-1,4
1570880521777,1570880661335,1570880661409,1570880687560,6
1570880461237,1570880485868,1570880485913,1570880687603,5
1570880611800,1570880688303,1570880688354,1570880757385,7
1570880641807,1570880688611,1570880688668,1570880757405,8
1570880701821,1570880749270,1570880749342,1570880757411,9
1570880761839,1570880798984,1570880799014,1570880809004,10
1570880821854,1570880822817,1570880822848,1570880872890,11
1570880881873,1570880883373,1570880883408,1570880887656,12
1570880941909,1570880943035,1570880943069,1570880954214,13
1570881001945,1570881003173,1570881003207,1570881005372,14
1570881061967,1570881075733,1570881075813,1570881087096,15
1570881121981,1570881173856,1570881173943,1570881180447,16
1570881212014,1570881248383,1570881248442,1570881388594,17
1570881242025,1570881247898,1570881247958,1570881388600,18
1570881362054,1570881389582,1570881389645,1570881545424,20
1570881332046,1570881390208,1570881390266,1570881545434,19
1570881452482,1570881546388,-1,-1,22
1570881422421,1570881547001,1570881547073,1570881781980,21
1570881572623,1570881751612,1570881751667,1570881781986,23
1570881722762,1570881783461,1570881783508,1570882577397,25
1570881662675,1570881782856,1570881782919,1570882577414,24
1570881782780,1570881796543,1570881796598,1570882577859,26
1570881842921,1570882578164,1570882578217,1570883688855,27
1570881963137,1570882578915,1570882578977,1570883689011,29
1570882631499,1570883453077,1570883453136,1570883689018,39
1570882233265,1570882582052,1570882582114,1570883689023,34
1570882143236,1570882579140,1570882579202,1570883689029,32
1570882023173,1570882580840,1570882580910,1570883689034,30
1570882413356,1570882579518,1570882579574,1570883689040,36
1570882083189,1570882581178,1570882581233,1570883689054,31
1570882443361,1570882580336,1570882580389,1570883689059,37
1570882383341,1570882582871,1570882582924,1570883689065,35
1570881873059,1570882582499,1570882582570,1570883689070,28
1570882563477,1570882579915,1570882579977,1570883689076,38
1570882173246,1570882581690,1570882581756,1570883689081,33
1570882743540,1570883690687,1570883690741,1570884340285,41
1570882683520,1570883689533,1570883689587,1570884340303,40
1570882803562,1570883691117,1570883691177,1570884340308,42
