attach,http://mandelhost.de:14265 score: 58.56251900482178 scoreNorm: 0.30726666801662117
42828,60364,0
18456,167840,1
85568,213504,2
2667,485242,3
54984,647726,4
580307,353652,5
518133,413413,6
392315,742043,7
330112,952394,8
240510,1029440,9
208076,1098701,10
146708,1151671,11
84669,1320568,12
22710,1547535,13
227219,1422759,14
166266,1523086,15
