attach,http://174.141.204.79:14265 score: 2.2337493600215224 scoreNorm: 0.026069959971011487
52324,0
67568,1
16399,2
36843,3
46940,4
89096,5
74193,6
129349,8
204778,7
23393,9
19339,10
18953,11
10968,12
29665,13
19914,14
29758,15
35172,16
6833,17
19048,18
19079,19
29751,20
19221,21
10695,22
56484,23
6123,24
24514,25
32365,26
7746,27
24280,28
31595,29
25806,30
49074,31
7405,32
21734,33
33842,34
47726,35
45546,36
46445,37
17223,38
39922,39
56245,40
30367,41
35699,42
28599,43
38484,44
