attach,http://207.180.252.59:14265 score: 54.63369595737308 scoreNorm: 0.411519612029791
3374,0
11282,1
30055,2
20946,3
27625,4
30193,5
11046,6
9809,7
19574,8
18326,9
22445,10
13290,11
11367,12
40905,13
65399,14
6790,15
13437,16
19291,17
9146,18
8455,19
14807,20
36017,21
32492,22
41165,23
17042,24
19002,25
10137,26
3240,27
50662,28
15959,29
14455,30
65330,31
69314,32
100121,33
91267,34
40197,35
17543,36
21101,37
52437,38
19968,39
13691,40
7647,41
9303,42
11259,43
9556,44
