attach,https://node-iota.org:14267 score: 64.2650575786829 scoreNorm: 0.484066309233152
6885,0
37270,1
80931,2
49191,3
10738,4
4759,5
26297,6
32239,7
11965,8
10613,9
24896,10
11470,11
60939,12
15370,13
10599,14
53715,15
15355,16
26124,17
20424,18
8341,19
71802,20
32858,21
51274,22
28370,23
7364,24
17837,25
14779,26
64728,27
50523,28
16156,29
6508,30
8643,31
14681,32
5781,33
71535,34
75913,35
135426,36
138702,37
124079,38
165271,39
166791,40
156925,41
239775,42
242084,43
252841,44
