attach,https://nod3.theshock.de:443 score: 24.9110339730978 scoreNorm: 0.21233059240634009
4794,0
36453,1
9284,2
12207,3
9940,4
19012,5
14034,6
5532,7
17293,8
10635,9
15416,10
10304,11
4783,12
4682,13
12574,14
4394,15
28158,16
3825,17
18600,18
34583,19
15446,20
5824,21
4755,22
2043,23
14403,24
7276,25
11015,26
9440,27
3877,28
6634,29
8129,30
4366,31
4217,32
7789,33
20752,34
3548,35
6774,36
6604,37
8478,38
2573,39
10842,40
6089,41
18120,42
