id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-07T15:33:22.277Z, 37
1, -22.924776, -43.179428, 2020-03-07T15:34:32.290Z, 44
2, -22.925875, -43.179329, 2020-03-07T15:35:07.328Z, 35
3, -22.928761, -43.179279, 2020-03-07T15:36:17.341Z, 35
4, -22.930351, -43.178955, 2020-03-07T15:37:27.371Z, 30
5, -22.930725, -43.179085, 2020-03-07T15:38:02.385Z, 56
6, -22.931084, -43.179314, 2020-03-07T15:39:11.413Z, 64
7, -22.931461, -43.179459, 2020-03-07T15:40:22.447Z, 55
8, -22.932478, -43.182209, 2020-03-07T15:41:32.463Z, 65
9, -22.932751, -43.183285, 2020-03-07T15:42:07.496Z, 45
10, -22.93276, -43.183285, 2020-03-07T15:42:41.512Z, 42
