id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-07T15:33:48.280Z, 37
1, -22.96034, -43.204342, 2020-03-07T15:34:48.304Z, 31
2, -22.95949, -43.201069, 2020-03-07T15:35:48.332Z, 34
3, -22.957621, -43.199081, 2020-03-07T15:36:48.358Z, 32
4, -22.95569, -43.196388, 2020-03-07T15:37:48.382Z, 50
5, -22.95536, -43.195789, 2020-03-07T15:38:48.398Z, 62
6, -22.95443, -43.19286, 2020-03-07T15:39:48.437Z, 47
7, -22.95307, -43.188931, 2020-03-07T15:41:18.461Z, 36
8, -22.952959, -43.188622, 2020-03-07T15:41:48.465Z, 44
9, -22.95188, -43.185631, 2020-03-07T15:42:48.524Z, 55
10, -22.951389, -43.18454, 2020-03-07T15:43:48.550Z, 31
11, -22.950991, -43.183281, 2020-03-07T15:44:48.574Z, 27
12, -22.94981, -43.181419, 2020-03-07T15:45:48.593Z, 30
13, -22.947599, -43.182129, 2020-03-07T15:46:48.600Z, 31
14, -22.943529, -43.181141, 2020-03-07T15:47:48.646Z, 34
