attach,https://papa.iota.family:14267 score: 5.7826887192076235 scoreNorm: 0.02948265539622116 XVXHKYCJGKDJNTDKSZBFRRQHEVRKDPYRXVZEZKY9BFDY9NHAR9GYW9WKKWRJJTCZOJWVPYCVNGPTNEC9I
1571077348086,undefined,1571077355703,0
