attach,http://node06.iotatoken.nl:14265 score: 62.42283952985491 scoreNorm: 0.5416908301846922
7237,0
10623,1
13183,2
2709,3
11944,4
23422,5
15695,6
12793,7
7582,8
3420,9
4676,10
12440,11
8389,12
10866,13
8299,14
21306,15
5077,16
6174,17
6666,18
11397,19
8183,20
13769,21
2992,22
8101,23
11747,24
10085,25
21413,26
16566,27
10600,28
4756,29
4194,30
17867,31
1623,32
10460,33
18891,34
15089,35
10983,36
13589,37
25222,38
6778,39
17281,40
7832,41
1867,42
5463,43
22242,44
