attach,http://node06.iotatoken.nl:14265 score: 51.980806078229634 scoreNorm: 0.3695138113415423
7219,0
23443,1
14493,2
40330,3
50959,4
24958,5
4944,6
5844,7
16729,8
7482,9
20207,10
62024,11
10682,12
5089,13
7607,14
9223,15
12939,16
3998,17
16189,18
7018,19
11127,20
8385,21
6661,22
7308,23
12111,24
2981,25
20862,26
17034,27
16784,28
6851,29
11129,30
10466,31
6562,32
12950,33
10628,34
5536,35
6452,36
1445,37
31033,38
42469,39
7399,40
5146,41
3963,42
5420,43
12804,44
