attach,https://wallet2.iota.town:443 score: 57.3593668236452 scoreNorm: 0.4646312285183301
198711,0
295966,1
306837,2
316913,3
344673,4
309092,5
357640,6
323681,8
367506,9
402103,10
583380,11
-1,7
-1,12
-1,15
-1,16
-1,17
-1,18
792451,13
845016,14
521826,19
481838,20
421396,21
-1,25
658305,23
656785,24
580072,26
588087,27
-1,22
-1,28
697555,29
667276,30
-1,34
-1,35
-1,36
491459,32
810209,33
-1,31
-1,44
-1,43
-1,42
-1,41
-1,40
-1,39
-1,38
-1,37
