attach,http://iotawallet.tobg.com.de:14265 score: 12.13499428331852 scoreNorm: 0.09829776049056606
3826,0
14704,1
5815,2
15465,3
14477,4
11128,5
34691,6
8313,7
7895,8
19758,9
19402,10
23229,11
13712,12
6610,13
37701,14
9921,15
20285,16
1773,17
9942,18
16929,19
7990,20
4858,21
6632,22
7255,23
21870,24
8473,25
33381,26
2242,27
5514,28
12350,29
9491,30
26188,31
33435,32
5610,33
3239,34
11690,35
12562,36
30532,37
5092,38
28776,39
20993,40
19939,41
36355,42
9506,43
