attach,https://trinity.iota-tangle.io:14265 score: 60.99124105274677 scoreNorm: 0.5177786144746027
2977,0
1511,1
1768,2
1241,3
2281,4
1940,5
3090,6
1772,7
1315,8
3783,9
3798,10
4643,11
8644,12
1432,13
3485,14
653,15
2843,16
3214,17
1861,18
2297,19
2547,20
673,21
1688,22
2686,23
1341,24
2335,25
3650,26
2431,27
5922,28
2243,29
2196,30
4691,31
5854,32
3236,33
3044,34
2068,35
2579,36
2166,37
2653,38
3176,39
2846,40
2477,41
2657,42
4386,43
720,44
