attach,https://ultranode.iotatoken.nl:443 score: 67.58646953667535 scoreNorm: 0.6261682072768768
52389,0
11559,1
3959,2
66395,3
39815,4
10219,5
7718,6
8471,7
3945,8
14604,9
13796,10
1684,11
5709,12
7421,13
1788,14
30910,15
29954,16
8151,17
13353,18
4152,19
9698,20
1152,21
11052,22
77226,23
11138,24
4247,25
28138,26
12855,27
7219,28
20709,29
13330,30
14360,31
1544,32
12424,33
87239,34
20443,37
119040,35
129085,36
-1,39
206339,38
-1,40
-1,41
-1,42
