attach,https://pow.iota.community:443 score: 37.4674146825617 scoreNorm: 0.3471242697526624
3006,0
8755,1
7205,2
3640,3
7438,4
5556,5
7442,6
10915,7
4704,8
5334,9
6554,10
1504,11
4935,12
8333,13
7442,14
1996,15
7541,16
16378,17
4536,18
4393,19
19445,20
15236,21
3689,22
2107,23
15273,24
12343,25
19287,26
17138,27
3837,28
6724,29
4931,30
9466,31
3502,32
25159,33
9229,34
1704,35
3837,36
3785,37
10788,38
3996,39
2539,40
8267,41
5652,42
19053,43
