attach,http://185.244.195.45:14265 score: 43.648527779362425 scoreNorm: 0.36911574069463904
8512,0
3533,1
6194,2
41731,3
10291,4
2639,5
4584,6
4394,7
18869,8
7147,9
17258,10
27822,11
6665,12
4939,13
13830,14
15281,15
5875,16
11952,17
28549,18
34529,19
22764,20
16086,21
10103,22
6575,23
7285,24
28726,25
9391,26
8078,27
45614,28
10066,29
16315,30
22315,31
69766,32
17525,33
20941,34
9575,35
6226,36
30927,37
23565,38
11100,39
1017,40
8178,41
13929,42
31469,43
