id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-16T10:31:16.784Z, 2958
1, -22.924776, -43.179428, 2020-03-16T10:32:26.806Z, 1135
2, -22.925875, -43.179329, 2020-03-16T10:33:01.816Z, 1953
3, -22.928761, -43.179279, 2020-03-16T10:34:11.827Z, 3182
4, -22.930351, -43.178955, 2020-03-16T10:35:21.835Z, 2029
5, -22.930725, -43.179085, 2020-03-16T10:35:56.844Z, 2926
6, -22.931084, -43.179314, 2020-03-16T10:37:05.855Z, 1102
7, -22.931461, -43.179459, 2020-03-16T10:38:16.867Z, 1651
8, -22.932478, -43.182209, 2020-03-16T10:39:26.875Z, 973
9, -22.932751, -43.183285, 2020-03-16T10:40:01.889Z, 1301
10, -22.93276, -43.183285, 2020-03-16T10:40:35.893Z, 2383
